城市,区域,小区,日期,链接
绵阳市,高新区,樊华似锦,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,经开区,十五中学,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,经开区,烟厂,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,科创园,倍特景园,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,北川县,安昌镇大西街9号,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,北川县,东风北街,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,北川县,羊角路,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,顺辉花园城,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,明月新城小区,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,心悦华庭,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,中原爱心小区,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,博文怡康苑,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,昌明怡景,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,广电大楼,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,江油市,瑞祥苑,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,盐亭县,黄甸定光,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,盐亭县,笔塔明珠,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,盐亭县,安泰名园,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,盐亭县,长兴社区,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
绵阳市,三台县,北坝一城天下,2020-2-7,http://wjw.my.gov.cn/ggl/24105021.html
遂宁市,安居区,西眉镇,2020-2-8,https://mp.weixin.qq.com/s/X2IXP2uiBGCokrNMm8e8pg
遂宁市,潼南区,玉溪镇大龙村,2020-2-8,https://mp.weixin.qq.com/s/X2IXP2uiBGCokrNMm8e8pg
遂宁市,船山区,桐浩村卫生室,2020-2-8,https://mp.weixin.qq.com/s/X2IXP2uiBGCokrNMm8e8pg
遂宁市,射洪市,致远华庭,2020-2-8,https://mp.weixin.qq.com/s/UZFS94CQ4TtjRfNeQZIOLg
遂宁市,船山区,凤凰大酒店,2020-2-8,https://mp.weixin.qq.com/s/GNSX3lRE0m2Idj9OPrKtsQ
遂宁市,船山区,中央商务区摩尔春天,2020-2-8,https://mp.weixin.qq.com/s/GNSX3lRE0m2Idj9OPrKtsQ
成都市,天府新区,锦华苑,2020-2-8,https://mp.weixin.qq.com/s/OLfZY31dZ54RAwDMetdh_g
成都市,龙泉驿区,悦龙山,2020-2-8,https://mp.weixin.qq.com/s/OLfZY31dZ54RAwDMetdh_g
成都市,龙泉驿区,皇冠国际社区,2020-2-8,https://mp.weixin.qq.com/s/OLfZY31dZ54RAwDMetdh_g
成都市,金堂县,金都华府二期,2020-2-8,https://mp.weixin.qq.com/s/OLfZY31dZ54RAwDMetdh_g
成都市,新津县,海悦豪庭二期,2020-2-8,https://mp.weixin.qq.com/s/OLfZY31dZ54RAwDMetdh_g
眉山市,仁寿县,视高街道办事处,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
广安市,武胜县,鸣钟乡铁石坳村5组,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
广安市,武胜县,万家灯火酒店,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
广安市,武胜县,沿口镇派出所,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
广安市,武胜县,徐勇诊所,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
广安市,武胜县,鸣钟乡卫生院,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
遂宁市,射洪市,广兴镇卫生院,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
遂宁市,射洪市,城南世纪商城,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
攀枝花市,东区,阳城龙庭,2020-2-8,https://mp.weixin.qq.com/s/pT7q1BPYcneIb56Tv485cQ
南充市,南部县,千秋乡4村卫生站,2020-2-9,https://cbgc.scol.com.cn/news/231443?app_id=cbgc&from=timeline&isappinstalled=0
泸州市,龙马潭区,双加镇安置小区,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,泸县,得胜名悦龙虾基地,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,龙马潭区,双加农贸市场,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,龙马潭区,安宁九狮山墓地,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,古蔺县,马蹄镇康田村,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,龙马潭区,石洞桥头村,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,龙马潭区,石洞农贸市场,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,龙马潭区,双加镇土桥子鱼塘,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,古蔺县,马蹄镇卫生院,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
泸州市,龙马潭区,双加松滩湖水库,2020-2-9,https://cbgc.scol.com.cn/news/231455?0=&from=timeline
南充市,高坪区,喻家乡十圣村,2020-2-9,https://mp.weixin.qq.com/s/WWOmqLLXlaxyTfWE5Ienvw
成都市,锦江区,星雅俊园,2020-2-9,https://mp.weixin.qq.com/s/Ui9xsSncQGudVyKH15XIjg
成都市,金牛区,金沙国际,2020-2-9,https://mp.weixin.qq.com/s/Ui9xsSncQGudVyKH15XIjg
成都市,武侯区,玉洁苑,2020-2-9,https://mp.weixin.qq.com/s/Ui9xsSncQGudVyKH15XIjg
成都市,新都区,新神风八座,2020-2-9,https://mp.weixin.qq.com/s/Ui9xsSncQGudVyKH15XIjg
成都市,温江区,学府尚郡,2020-2-9,https://mp.weixin.qq.com/s/Ui9xsSncQGudVyKH15XIjg
成都市,金堂县,怡静湖,2020-2-9,https://mp.weixin.qq.com/s/Ui9xsSncQGudVyKH15XIjg
遂宁市,射洪市,广兴镇新场村20组,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
遂宁市,射洪市,太和镇火之缘鲜菜自助火锅店,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
遂宁市,射洪市,广兴镇卫生院,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
攀枝花市,东区,瓜子坪马兰山路马兰轩餐馆,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
攀枝花市,东区,天骄名城,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
攀枝花市,东区,阳光馨苑,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
攀枝花市,东区,阳光馨苑后门马兰山农贸市场,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
资阳市,雁江区,中交锦湾10栋,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
资阳市,雁江区,金山花园,2020-2-9,https://mp.weixin.qq.com/s/gzH2Vwz6784UFxyVwI1hsQ
南充市,高坪区,会龙镇桂花井9村,2020-2-10,https://h5.newaircloud.com/detailArticle/10454650_16599_jrsq.html?from=timeline&source=1
南充市,高坪区,长乐中心卫生院,2020-2-10,https://h5.newaircloud.com/detailArticle/10454650_16599_jrsq.html?from=timeline&source=1
南充市,高坪区,长乐镇,2020-2-10,https://h5.newaircloud.com/detailArticle/10454650_16599_jrsq.html?from=timeline&source=1
达州市,宣汉县,胡家镇花池乡小池村1社,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,宣汉县,胡家镇龙凤新村,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,任市火车站,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,渠县,长德安置房2栋,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,渠县,和乐乡东阳村,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,渠县,地旺广场2号楼,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,牛山寺公园,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,肉联廉租房3号楼,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,淙城街道办双牛街李氏诊所,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,淙城街道办双叉河街,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,淙城街道办文昌街信合仁和春天,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,普安仙耳岩村5组,2020-2-10,https://mp.weixin.qq.com/s/youHevdprPcPtKd3rYGXuA
达州市,开江县,淙城街道办嘉阳天宇2号楼,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,甘洛县,阿尔乡乃巫村,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,甘洛县,新市坝镇拉尔村,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,凉山州人大三岔口小区,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,岷山饭店,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,经久乡经久村5组,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,99长红饭店,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,金地丽都小区,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,马道街道办事处惠俊宾馆,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,马道街道办事处成国宾馆,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,西昌市,马道街道办事处西昌火车南站家属区,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
凉山,盐源县,树河镇石门坎村,2020-2-10,https://mp.weixin.qq.com/s/FRyq0yvWMxZGxvCPUTYDhA
泸州市,泸县,云龙镇云丰村10社,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
泸州市,泸县,云龙镇安康景苑安置房小区,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
泸州市,泸县,云龙镇大水河村5社,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
泸州市,泸县,云龙镇农贸市场,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
内江市,市中区,城东街道智慧村,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
内江市,市中区,龙门镇梁坝村,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
内江市,市中区,民族路九妹鲜毛肚火锅,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
内江市,东兴区,春天江与城,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
内江市,东兴区,新江街道高寺村,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
南充市,阆中市,老观镇方山场,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
南充市,阆中市,方山乡柏山村,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
南充市,阆中市,方山乡马鞍山社区3组,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
南充市,阆中市,方山乡柏杨村1组,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
南充市,阆中市,方山乡卫生院,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
南充市,阆中市,何文孝门诊部,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
广安市,岳池县,罗渡镇兴盛小区,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
广安市,岳池县,石垭镇石普大道10号光明小区,2020-2-11,https://mp.weixin.qq.com/s/OlChHx5Pxl0pJNHHNiC-4Q
成都市,天府新区,海伦春天,2020-2-11,https://mp.weixin.qq.com/s/EmKKI_DkkhKCkqmdsOdo3g
成都市,武侯区,双楠花园小区,2020-2-11,https://mp.weixin.qq.com/s/EmKKI_DkkhKCkqmdsOdo3g
成都市,简阳市,京龙江水湾,2020-2-11,https://mp.weixin.qq.com/s/EmKKI_DkkhKCkqmdsOdo3g
内江市,隆昌市,付家桥农贸市场,2020-2-12,https://mp.weixin.qq.com/s/QsFfGFCsK9G79MkkDKzd4g
内江市,隆昌市,响石镇,2020-2-12,https://mp.weixin.qq.com/s/QsFfGFCsK9G79MkkDKzd4g
宜宾市,叙州区,南岸街道中山生态园小区,2020-2-12,https://mp.weixin.qq.com/s/QsFfGFCsK9G79MkkDKzd4g
泸州市,龙马潭区,双加镇枝子园村,2020-2-12,https://mp.weixin.qq.com/s/QsFfGFCsK9G79MkkDKzd4g
眉山市,仁寿县,普宁街道兴隆街,2020-2-12,http://h5.scrstv.com/html/hotnews/code/details.html?id=0f369c05fd8e4e4e8eaa2926c5143e12&userId=o3Drp
眉山市,仁寿县,禄加镇郑沟村2组,2020-2-12,http://h5.scrstv.com/html/hotnews/code/details.html?id=0f369c05fd8e4e4e8eaa2926c5143e12&userId=o3Drp
眉山市,仁寿县,禄加镇郑沟村7组,2020-2-12,http://h5.scrstv.com/html/hotnews/code/details.html?id=0f369c05fd8e4e4e8eaa2926c5143e12&userId=o3Drp
眉山市,仁寿县,运长医院,2020-2-12,http://h5.scrstv.com/html/hotnews/code/details.html?id=0f369c05fd8e4e4e8eaa2926c5143e12&userId=o3Drp
成都市,天府新区,复地御香山,2020-2-13,https://mp.weixin.qq.com/s/Hzg0rUgSBs-0uvOYW9fvBw
成都市,武侯区,双楠府邸,2020-2-13,https://mp.weixin.qq.com/s/Hzg0rUgSBs-0uvOYW9fvBw
成都市,成华区,东桂一号院,2020-2-13,https://mp.weixin.qq.com/s/Hzg0rUgSBs-0uvOYW9fvBw
成都市,彭州市,濛阳街道友谊小区,2020-2-13,https://mp.weixin.qq.com/s/Hzg0rUgSBs-0uvOYW9fvBw
成都市,郫都区,鼎犀名城,2020-2-13,https://mp.weixin.qq.com/s/Hzg0rUgSBs-0uvOYW9fvBw
宜宾市,南溪县,长江大道学府灏景,2020-2-13,http://ybwjw.yibin.gov.cn/gzdt/202002/t20200213_1220864.html
宜宾市,南溪县,罗龙街道英伦小区,2020-2-13,http://ybwjw.yibin.gov.cn/gzdt/202002/t20200213_1220864.html
德阳市,绵竹市,玉泉镇,2020-2-13,https://mp.weixin.qq.com/s/9kyibProVI_5IFDekLbs9w
成都市,金牛区,一环路北二段7号院,2020-2-14,https://mp.weixin.qq.com/s/Wz_MpIYnk0UWdKLD523MSA
成都市,武侯区,武侯山庄,2020-2-14,https://mp.weixin.qq.com/s/Wz_MpIYnk0UWdKLD523MSA
成都市,温江区,华丽花园小区,2020-2-14,https://mp.weixin.qq.com/s/Wz_MpIYnk0UWdKLD523MSA
成都市,大邑县,官渡东路东一巷,2020-2-14,https://mp.weixin.qq.com/s/Wz_MpIYnk0UWdKLD523MSA
巴中市,巴州区,永泰花园东街7栋,2020-2-14,https://mp.weixin.qq.com/s/zT7iext85K1j-64KvYTX8A
成都市,温江区,瑞景澜庭,2020-2-15,https://mp.weixin.qq.com/s/0zpDBsvMNowfk87aRs7uew
成都市,天府新区,红豆家园小区,2020-2-15,https://mp.weixin.qq.com/s/0zpDBsvMNowfk87aRs7uew
凉山,西昌市,海门渔村B区,2020-2-15,https://mp.weixin.qq.com/s/9Wv2_MQbZS3TQMlW4pzWbQ
遂宁市,大英县,盐井街道凉亭社区,2020-2-17,https://mp.weixin.qq.com/s/4-ynwDD5qXNpoEpC-KVpNQ
遂宁市,大英县,蓬莱镇凤凰山庄,2020-2-17,https://mp.weixin.qq.com/s/4-ynwDD5qXNpoEpC-KVpNQ
遂宁市,蓬溪县,福安花园,2020-2-17,https://mp.weixin.qq.com/s/4-ynwDD5qXNpoEpC-KVpNQ
遂宁市,蓬溪县,鸣凤镇青杠村,2020-2-17,https://mp.weixin.qq.com/s/4-ynwDD5qXNpoEpC-KVpNQ
遂宁市,经开区,滨江社区飞虹街41栋,2020-2-17,https://mp.weixin.qq.com/s/4-ynwDD5qXNpoEpC-KVpNQ
遂宁市,安居区,国贸春天小区,2020-2-17,https://mp.weixin.qq.com/s/4-ynwDD5qXNpoEpC-KVpNQ
南充市,嘉陵区,嘉南路三段二手车交易市场,2020-2-18,https://mp.weixin.qq.com/s/XOa3SJv4D6tlkyCWuuZggQ
南充市,顺庆区,莲池路西华师大,2020-2-18,https://mp.weixin.qq.com/s/XOa3SJv4D6tlkyCWuuZggQ
南充市,顺庆区,延安路海润滨江小区,2020-2-18,https://mp.weixin.qq.com/s/XOa3SJv4D6tlkyCWuuZggQ
南充市,顺庆区,金鱼岭农贸市场,2020-2-18,https://mp.weixin.qq.com/s/XOa3SJv4D6tlkyCWuuZggQ
南充市,阆中市,方山乡铺山垭村,2020-2-18,https://mp.weixin.qq.com/s/XOa3SJv4D6tlkyCWuuZggQ
广元市,苍溪县,白驿镇场,2020-2-18,https://mp.weixin.qq.com/s/XOa3SJv4D6tlkyCWuuZggQ
达州市,宣汉县,华景镇佛耳坝村4组,2020-2-18,https://cbgc3.scol.com.cn/news/238624?from=androidapp&app_id=cbgc
达州市,宣汉县,华景镇甘岭村2组,2020-2-18,https://cbgc3.scol.com.cn/news/238624?from=androidapp&app_id=cbgc
达州市,宣汉县,佛耳坝村4组,2020-2-18,https://cbgc3.scol.com.cn/news/238624?from=androidapp&app_id=cbgc
成都市,新都区,嘉美华凯4期,2020-2-19,https://mp.weixin.qq.com/s/_B_LoX1wSHZAJbKRdQeteA
泸州市,龙马潭区,大通路&quot;大通烟酒门市&quot;,2020-2-19,https://mp.weixin.qq.com/s/qWpOQJJ4MHaU5i47aLY7Ww
泸州市,龙马潭区,大通路教育局宿舍,2020-2-19,https://mp.weixin.qq.com/s/qWpOQJJ4MHaU5i47aLY7Ww
泸州市,泸县,牛滩镇寿尊村十组,2020-2-19,https://mp.weixin.qq.com/s/qWpOQJJ4MHaU5i47aLY7Ww
泸州市,龙马潭区,大通路教育局宿舍,2020-2-19,https://mp.weixin.qq.com/s/qWpOQJJ4MHaU5i47aLY7Ww
泸州市,泸县,得胜镇镇白象村,2020-2-19,https://mp.weixin.qq.com/s/qWpOQJJ4MHaU5i47aLY7Ww
泸州市,泸县,太伏镇张枣村,2020-2-20,https://cbgc.scol.com.cn/news/239783?from=androidapp&app_id=cbgc
泸州市,泸县,牛滩镇寿尊村10社,2020-2-20,https://cbgc.scol.com.cn/news/239783?from=androidapp&app_id=cbgc
泸州市,龙马潭区,鱼塘街道龙潭路,2020-2-20,https://cbgc.scol.com.cn/news/239783?from=androidapp&app_id=cbgc
泸州市,泸县,福集镇友豪新世界5栋,2020-2-20,https://cbgc.scol.com.cn/news/239783?from=androidapp&app_id=cbgc
泸州市,泸县,牛滩镇街道桥头烟花专卖店,2020-2-20,https://cbgc.scol.com.cn/news/239783?from=androidapp&app_id=cbgc
南充市,嘉陵区,木老和尚沟村,2020-2-24,https://cbgc.scol.com.cn/news/242496?from=androidapp&app_id=cbgc
南充市,顺庆区,人民南路,2020-2-24,https://cbgc.scol.com.cn/news/242496?from=androidapp&app_id=cbgc
达州市,开江县,康仁骨科医院,2020-2-25,https://mp.weixin.qq.com/s/g-DDpolVLywF1Eow390iXw
达州市,开江县,天师镇,2020-2-25,https://mp.weixin.qq.com/s/g-DDpolVLywF1Eow390iXw
达州市,开江县,檀木镇,2020-2-25,https://mp.weixin.qq.com/s/g-DDpolVLywF1Eow390iXw
资阳市,安岳县,双龙街乡望狮村,2020-2-25,https://cbgc.scol.com.cn/news/243306?from=androidapp&app_id=cbgc
