主省份,迁入省份,比例,日期
四川省,重庆市,27.24,2020/1/1
四川省,广东省,11.37,2020/1/1
四川省,云南省,10.43,2020/1/1
四川省,贵州省,7.22,2020/1/1
四川省,陕西省,5.49,2020/1/1
四川省,浙江省,5.44,2020/1/1
四川省,江苏省,3.18,2020/1/1
四川省,福建省,2.86,2020/1/1
四川省,北京市,2.71,2020/1/1
四川省,上海市,2.22,2020/1/1
四川省,西藏自治区,2.11,2020/1/1
四川省,山东省,2.1,2020/1/1
四川省,甘肃省,1.98,2020/1/1
四川省,河南省,1.84,2020/1/1
四川省,湖北省,1.76,2020/1/1
四川省,河北省,1.63,2020/1/1
四川省,新疆维吾尔自治区,1.62,2020/1/1
四川省,广西壮族自治区,1.19,2020/1/1
四川省,山西省,1.06,2020/1/1
四川省,湖南省,1.02,2020/1/1
四川省,海南省,0.93,2020/1/1
四川省,安徽省,0.69,2020/1/1
四川省,天津市,0.69,2020/1/1
四川省,青海省,0.69,2020/1/1
四川省,江西省,0.59,2020/1/1
四川省,辽宁省,0.58,2020/1/1
四川省,黑龙江省,0.33,2020/1/1
四川省,内蒙古自治区,0.3,2020/1/1
四川省,宁夏回族自治区,0.27,2020/1/1
四川省,吉林省,0.25,2020/1/1
四川省,重庆市,19.04,2020/1/2
四川省,广东省,16,2020/1/2
四川省,浙江省,7.54,2020/1/2
四川省,云南省,6.71,2020/1/2
四川省,陕西省,5.51,2020/1/2
四川省,贵州省,4.81,2020/1/2
四川省,江苏省,4.31,2020/1/2
四川省,福建省,3.67,2020/1/2
四川省,北京市,3.2,2020/1/2
四川省,山东省,3.05,2020/1/2
四川省,上海市,2.77,2020/1/2
四川省,西藏自治区,2.4,2020/1/2
四川省,河南省,2.11,2020/1/2
四川省,新疆维吾尔自治区,2.1,2020/1/2
四川省,河北省,2.07,2020/1/2
四川省,湖北省,2.02,2020/1/2
四川省,甘肃省,1.85,2020/1/2
四川省,广西壮族自治区,1.35,2020/1/2
四川省,山西省,1.34,2020/1/2
四川省,湖南省,1.26,2020/1/2
四川省,海南省,1.08,2020/1/2
四川省,辽宁省,0.89,2020/1/2
四川省,天津市,0.85,2020/1/2
四川省,安徽省,0.85,2020/1/2
四川省,青海省,0.81,2020/1/2
四川省,江西省,0.76,2020/1/2
四川省,黑龙江省,0.48,2020/1/2
四川省,内蒙古自治区,0.41,2020/1/2
四川省,宁夏回族自治区,0.28,2020/1/2
四川省,吉林省,0.26,2020/1/2
四川省,重庆市,23.74,2020/1/3
四川省,广东省,13.48,2020/1/3
四川省,云南省,7.9,2020/1/3
四川省,贵州省,6.15,2020/1/3
四川省,陕西省,5.95,2020/1/3
四川省,浙江省,5.93,2020/1/3
四川省,江苏省,3.6,2020/1/3
四川省,福建省,3.16,2020/1/3
四川省,山东省,2.89,2020/1/3
四川省,北京市,2.79,2020/1/3
四川省,上海市,2.39,2020/1/3
四川省,西藏自治区,2.24,2020/1/3
四川省,河南省,2.05,2020/1/3
四川省,湖北省,2.01,2020/1/3
四川省,甘肃省,1.9,2020/1/3
四川省,河北省,1.76,2020/1/3
四川省,新疆维吾尔自治区,1.71,2020/1/3
四川省,山西省,1.31,2020/1/3
四川省,广西壮族自治区,1.26,2020/1/3
四川省,湖南省,1.15,2020/1/3
四川省,天津市,0.96,2020/1/3
四川省,海南省,0.94,2020/1/3
四川省,辽宁省,0.82,2020/1/3
四川省,江西省,0.81,2020/1/3
四川省,青海省,0.75,2020/1/3
四川省,安徽省,0.73,2020/1/3
四川省,黑龙江省,0.49,2020/1/3
四川省,内蒙古自治区,0.37,2020/1/3
四川省,吉林省,0.29,2020/1/3
四川省,宁夏回族自治区,0.28,2020/1/3
四川省,重庆市,22.29,2020/1/4
四川省,广东省,13.56,2020/1/4
四川省,云南省,8.76,2020/1/4
四川省,浙江省,6.38,2020/1/4
四川省,贵州省,6.19,2020/1/4
四川省,陕西省,5.71,2020/1/4
四川省,江苏省,3.85,2020/1/4
四川省,福建省,3.13,2020/1/4
四川省,山东省,2.93,2020/1/4
四川省,北京市,2.89,2020/1/4
四川省,上海市,2.45,2020/1/4
四川省,湖北省,2.27,2020/1/4
四川省,西藏自治区,2.07,2020/1/4
四川省,甘肃省,1.93,2020/1/4
四川省,河南省,1.89,2020/1/4
四川省,新疆维吾尔自治区,1.71,2020/1/4
四川省,河北省,1.68,2020/1/4
四川省,广西壮族自治区,1.27,2020/1/4
四川省,湖南省,1.24,2020/1/4
四川省,山西省,1.19,2020/1/4
四川省,天津市,0.93,2020/1/4
四川省,海南省,0.91,2020/1/4
四川省,江西省,0.87,2020/1/4
四川省,辽宁省,0.78,2020/1/4
四川省,安徽省,0.78,2020/1/4
四川省,青海省,0.71,2020/1/4
四川省,黑龙江省,0.5,2020/1/4
四川省,内蒙古自治区,0.34,2020/1/4
四川省,吉林省,0.29,2020/1/4
四川省,宁夏回族自治区,0.28,2020/1/4
四川省,重庆市,23.67,2020/1/5
四川省,广东省,14.46,2020/1/5
四川省,云南省,8.55,2020/1/5
四川省,浙江省,6.84,2020/1/5
四川省,贵州省,6.03,2020/1/5
四川省,陕西省,5.21,2020/1/5
四川省,江苏省,3.92,2020/1/5
四川省,福建省,3.32,2020/1/5
四川省,北京市,2.83,2020/1/5
四川省,山东省,2.63,2020/1/5
四川省,上海市,2.52,2020/1/5
四川省,湖北省,2.07,2020/1/5
四川省,西藏自治区,1.93,2020/1/5
四川省,新疆维吾尔自治区,1.73,2020/1/5
四川省,甘肃省,1.69,2020/1/5
四川省,河南省,1.68,2020/1/5
四川省,河北省,1.37,2020/1/5
四川省,湖南省,1.35,2020/1/5
四川省,广西壮族自治区,1.23,2020/1/5
四川省,海南省,0.97,2020/1/5
四川省,山西省,0.83,2020/1/5
四川省,天津市,0.79,2020/1/5
四川省,江西省,0.77,2020/1/5
四川省,安徽省,0.77,2020/1/5
四川省,辽宁省,0.67,2020/1/5
四川省,青海省,0.66,2020/1/5
四川省,黑龙江省,0.4,2020/1/5
四川省,内蒙古自治区,0.34,2020/1/5
四川省,吉林省,0.3,2020/1/5
四川省,宁夏回族自治区,0.25,2020/1/5
四川省,重庆市,19.99,2020/1/6
四川省,广东省,15.57,2020/1/6
四川省,云南省,8.56,2020/1/6
四川省,浙江省,7.64,2020/1/6
四川省,贵州省,5.75,2020/1/6
四川省,陕西省,4.81,2020/1/6
四川省,江苏省,4.2,2020/1/6
四川省,福建省,3.54,2020/1/6
四川省,北京市,3.23,2020/1/6
四川省,上海市,2.58,2020/1/6
四川省,山东省,2.47,2020/1/6
四川省,西藏自治区,2.18,2020/1/6
四川省,湖北省,2.14,2020/1/6
四川省,新疆维吾尔自治区,1.95,2020/1/6
四川省,河南省,1.74,2020/1/6
四川省,甘肃省,1.67,2020/1/6
四川省,河北省,1.62,2020/1/6
四川省,湖南省,1.48,2020/1/6
四川省,广西壮族自治区,1.34,2020/1/6
四川省,海南省,1.07,2020/1/6
四川省,山西省,1.01,2020/1/6
四川省,江西省,0.84,2020/1/6
四川省,辽宁省,0.83,2020/1/6
四川省,天津市,0.82,2020/1/6
四川省,安徽省,0.76,2020/1/6
四川省,青海省,0.72,2020/1/6
四川省,黑龙江省,0.42,2020/1/6
四川省,内蒙古自治区,0.31,2020/1/6
四川省,吉林省,0.28,2020/1/6
四川省,宁夏回族自治区,0.25,2020/1/6
四川省,重庆市,18.86,2020/1/7
四川省,广东省,15.94,2020/1/7
四川省,云南省,8.3,2020/1/7
四川省,浙江省,7.77,2020/1/7
四川省,贵州省,5.75,2020/1/7
四川省,陕西省,4.74,2020/1/7
四川省,江苏省,4.36,2020/1/7
四川省,福建省,3.65,2020/1/7
四川省,北京市,3.24,2020/1/7
四川省,上海市,2.76,2020/1/7
四川省,山东省,2.39,2020/1/7
四川省,湖北省,2.19,2020/1/7
四川省,西藏自治区,2.05,2020/1/7
四川省,新疆维吾尔自治区,1.95,2020/1/7
四川省,河南省,1.76,2020/1/7
四川省,甘肃省,1.76,2020/1/7
四川省,河北省,1.61,2020/1/7
四川省,湖南省,1.56,2020/1/7
四川省,广西壮族自治区,1.41,2020/1/7
四川省,海南省,1.08,2020/1/7
四川省,山西省,1.04,2020/1/7
四川省,江西省,0.89,2020/1/7
四川省,天津市,0.88,2020/1/7
四川省,安徽省,0.85,2020/1/7
四川省,辽宁省,0.85,2020/1/7
四川省,青海省,0.73,2020/1/7
四川省,黑龙江省,0.44,2020/1/7
四川省,内蒙古自治区,0.35,2020/1/7
四川省,吉林省,0.33,2020/1/7
四川省,宁夏回族自治区,0.27,2020/1/7
四川省,重庆市,17.38,2020/1/8
四川省,广东省,17.29,2020/1/8
四川省,浙江省,8.59,2020/1/8
四川省,云南省,7.92,2020/1/8
四川省,贵州省,5.54,2020/1/8
四川省,陕西省,4.62,2020/1/8
四川省,江苏省,4.22,2020/1/8
四川省,福建省,3.9,2020/1/8
四川省,北京市,3.33,2020/1/8
四川省,上海市,2.78,2020/1/8
四川省,山东省,2.5,2020/1/8
四川省,湖北省,2.26,2020/1/8
四川省,新疆维吾尔自治区,1.84,2020/1/8
四川省,甘肃省,1.74,2020/1/8
四川省,西藏自治区,1.73,2020/1/8
四川省,河南省,1.73,2020/1/8
四川省,湖南省,1.58,2020/1/8
四川省,河北省,1.55,2020/1/8
四川省,广西壮族自治区,1.48,2020/1/8
四川省,海南省,1.12,2020/1/8
四川省,山西省,1.1,2020/1/8
四川省,江西省,0.9,2020/1/8
四川省,天津市,0.89,2020/1/8
四川省,辽宁省,0.86,2020/1/8
四川省,安徽省,0.78,2020/1/8
四川省,青海省,0.73,2020/1/8
四川省,黑龙江省,0.43,2020/1/8
四川省,吉林省,0.37,2020/1/8
四川省,内蒙古自治区,0.32,2020/1/8
四川省,宁夏回族自治区,0.28,2020/1/8
四川省,广东省,20.66,2020/1/9
四川省,重庆市,15.33,2020/1/9
四川省,浙江省,10.08,2020/1/9
四川省,云南省,7.16,2020/1/9
四川省,贵州省,4.88,2020/1/9
四川省,江苏省,4.74,2020/1/9
四川省,福建省,4.42,2020/1/9
四川省,陕西省,4.01,2020/1/9
四川省,北京市,3.04,2020/1/9
四川省,上海市,2.93,2020/1/9
四川省,山东省,2.36,2020/1/9
四川省,湖北省,2.13,2020/1/9
四川省,新疆维吾尔自治区,1.87,2020/1/9
四川省,河南省,1.64,2020/1/9
四川省,西藏自治区,1.61,2020/1/9
四川省,甘肃省,1.5,2020/1/9
四川省,河北省,1.49,2020/1/9
四川省,广西壮族自治区,1.45,2020/1/9
四川省,湖南省,1.38,2020/1/9
四川省,海南省,1.12,2020/1/9
四川省,山西省,0.95,2020/1/9
四川省,江西省,0.84,2020/1/9
四川省,天津市,0.84,2020/1/9
四川省,安徽省,0.8,2020/1/9
四川省,辽宁省,0.73,2020/1/9
四川省,青海省,0.61,2020/1/9
四川省,黑龙江省,0.39,2020/1/9
四川省,内蒙古自治区,0.31,2020/1/9
四川省,吉林省,0.31,2020/1/9
四川省,宁夏回族自治区,0.22,2020/1/9
四川省,重庆市,20.13,2020/1/10
四川省,广东省,15.58,2020/1/10
四川省,云南省,8.68,2020/1/10
四川省,浙江省,7.49,2020/1/10
四川省,贵州省,6.05,2020/1/10
四川省,陕西省,4.86,2020/1/10
四川省,江苏省,3.95,2020/1/10
四川省,福建省,3.37,2020/1/10
四川省,北京市,3.06,2020/1/10
四川省,上海市,2.59,2020/1/10
四川省,山东省,2.58,2020/1/10
四川省,湖北省,2.31,2020/1/10
四川省,河南省,1.96,2020/1/10
四川省,甘肃省,1.88,2020/1/10
四川省,西藏自治区,1.85,2020/1/10
四川省,新疆维吾尔自治区,1.73,2020/1/10
四川省,广西壮族自治区,1.54,2020/1/10
四川省,湖南省,1.52,2020/1/10
四川省,河北省,1.46,2020/1/10
四川省,山西省,1.08,2020/1/10
四川省,海南省,1.02,2020/1/10
四川省,江西省,0.84,2020/1/10
四川省,天津市,0.83,2020/1/10
四川省,安徽省,0.77,2020/1/10
四川省,辽宁省,0.71,2020/1/10
四川省,青海省,0.68,2020/1/10
四川省,黑龙江省,0.41,2020/1/10
四川省,内蒙古自治区,0.32,2020/1/10
四川省,吉林省,0.3,2020/1/10
四川省,宁夏回族自治区,0.24,2020/1/10
四川省,重庆市,23.16,2020/1/11
四川省,广东省,16.03,2020/1/11
四川省,云南省,8.43,2020/1/11
四川省,浙江省,7.17,2020/1/11
四川省,贵州省,5.97,2020/1/11
四川省,陕西省,4.69,2020/1/11
四川省,江苏省,4.11,2020/1/11
四川省,福建省,3.54,2020/1/11
四川省,北京市,2.92,2020/1/11
四川省,上海市,2.66,2020/1/11
四川省,山东省,2.27,2020/1/11
四川省,湖北省,1.99,2020/1/11
四川省,河南省,1.76,2020/1/11
四川省,甘肃省,1.62,2020/1/11
四川省,广西壮族自治区,1.5,2020/1/11
四川省,西藏自治区,1.48,2020/1/11
四川省,河北省,1.44,2020/1/11
四川省,新疆维吾尔自治区,1.23,2020/1/11
四川省,湖南省,1.19,2020/1/11
四川省,山西省,0.96,2020/1/11
四川省,海南省,0.94,2020/1/11
四川省,天津市,0.79,2020/1/11
四川省,江西省,0.78,2020/1/11
四川省,辽宁省,0.74,2020/1/11
四川省,安徽省,0.73,2020/1/11
四川省,青海省,0.59,2020/1/11
四川省,黑龙江省,0.31,2020/1/11
四川省,吉林省,0.29,2020/1/11
四川省,内蒙古自治区,0.24,2020/1/11
四川省,宁夏回族自治区,0.23,2020/1/11
四川省,重庆市,20.67,2020/1/12
四川省,广东省,17.8,2020/1/12
四川省,浙江省,8.23,2020/1/12
四川省,云南省,8.17,2020/1/12
四川省,贵州省,5.94,2020/1/12
四川省,江苏省,4.48,2020/1/12
四川省,陕西省,4.35,2020/1/12
四川省,福建省,4.01,2020/1/12
四川省,北京市,2.88,2020/1/12
四川省,上海市,2.86,2020/1/12
四川省,山东省,2.14,2020/1/12
四川省,湖北省,1.9,2020/1/12
四川省,甘肃省,1.63,2020/1/12
四川省,河南省,1.52,2020/1/12
四川省,新疆维吾尔自治区,1.4,2020/1/12
四川省,河北省,1.4,2020/1/12
四川省,西藏自治区,1.37,2020/1/12
四川省,广西壮族自治区,1.34,2020/1/12
四川省,湖南省,1.12,2020/1/12
四川省,海南省,0.98,2020/1/12
四川省,山西省,0.87,2020/1/12
四川省,天津市,0.86,2020/1/12
四川省,江西省,0.73,2020/1/12
四川省,安徽省,0.68,2020/1/12
四川省,辽宁省,0.67,2020/1/12
四川省,青海省,0.6,2020/1/12
四川省,黑龙江省,0.35,2020/1/12
四川省,吉林省,0.31,2020/1/12
四川省,内蒙古自治区,0.3,2020/1/12
四川省,宁夏回族自治区,0.25,2020/1/12
四川省,广东省,19.95,2020/1/13
四川省,重庆市,19.57,2020/1/13
四川省,浙江省,8.69,2020/1/13
四川省,云南省,7.93,2020/1/13
四川省,贵州省,5.33,2020/1/13
四川省,江苏省,4.55,2020/1/13
四川省,福建省,4.31,2020/1/13
四川省,陕西省,4.16,2020/1/13
四川省,北京市,2.86,2020/1/13
四川省,上海市,2.83,2020/1/13
四川省,山东省,1.98,2020/1/13
四川省,湖北省,1.77,2020/1/13
四川省,甘肃省,1.53,2020/1/13
四川省,河南省,1.38,2020/1/13
四川省,广西壮族自治区,1.38,2020/1/13
四川省,新疆维吾尔自治区,1.38,2020/1/13
四川省,河北省,1.32,2020/1/13
四川省,湖南省,1.27,2020/1/13
四川省,西藏自治区,1.25,2020/1/13
四川省,海南省,0.98,2020/1/13
四川省,山西省,0.81,2020/1/13
四川省,天津市,0.77,2020/1/13
四川省,安徽省,0.7,2020/1/13
四川省,江西省,0.7,2020/1/13
四川省,辽宁省,0.64,2020/1/13
四川省,青海省,0.58,2020/1/13
四川省,黑龙江省,0.32,2020/1/13
四川省,吉林省,0.3,2020/1/13
四川省,内蒙古自治区,0.28,2020/1/13
四川省,宁夏回族自治区,0.24,2020/1/13
四川省,广东省,20.95,2020/1/14
四川省,重庆市,17.88,2020/1/14
四川省,浙江省,10.23,2020/1/14
四川省,云南省,7.83,2020/1/14
四川省,贵州省,5.25,2020/1/14
四川省,江苏省,4.79,2020/1/14
四川省,福建省,4.61,2020/1/14
四川省,陕西省,3.86,2020/1/14
四川省,上海市,2.85,2020/1/14
四川省,北京市,2.74,2020/1/14
四川省,山东省,1.74,2020/1/14
四川省,湖北省,1.7,2020/1/14
四川省,甘肃省,1.43,2020/1/14
四川省,新疆维吾尔自治区,1.42,2020/1/14
四川省,广西壮族自治区,1.4,2020/1/14
四川省,河南省,1.4,2020/1/14
四川省,河北省,1.28,2020/1/14
四川省,湖南省,1.24,2020/1/14
四川省,西藏自治区,1.14,2020/1/14
四川省,海南省,0.96,2020/1/14
四川省,山西省,0.82,2020/1/14
四川省,安徽省,0.73,2020/1/14
四川省,江西省,0.73,2020/1/14
四川省,辽宁省,0.62,2020/1/14
四川省,天津市,0.62,2020/1/14
四川省,青海省,0.58,2020/1/14
四川省,内蒙古自治区,0.27,2020/1/14
四川省,吉林省,0.24,2020/1/14
四川省,黑龙江省,0.24,2020/1/14
四川省,宁夏回族自治区,0.22,2020/1/14
四川省,广东省,20.58,2020/1/15
四川省,重庆市,19.05,2020/1/15
四川省,浙江省,10.3,2020/1/15
四川省,云南省,7.99,2020/1/15
四川省,贵州省,5.21,2020/1/15
四川省,江苏省,5.03,2020/1/15
四川省,福建省,4.75,2020/1/15
四川省,陕西省,3.58,2020/1/15
四川省,上海市,2.8,2020/1/15
四川省,北京市,2.57,2020/1/15
四川省,湖北省,1.69,2020/1/15
四川省,山东省,1.66,2020/1/15
四川省,河南省,1.39,2020/1/15
四川省,甘肃省,1.37,2020/1/15
四川省,广西壮族自治区,1.34,2020/1/15
四川省,新疆维吾尔自治区,1.27,2020/1/15
四川省,湖南省,1.24,2020/1/15
四川省,河北省,1.17,2020/1/15
四川省,西藏自治区,1.15,2020/1/15
四川省,海南省,0.93,2020/1/15
四川省,安徽省,0.79,2020/1/15
四川省,江西省,0.74,2020/1/15
四川省,山西省,0.73,2020/1/15
四川省,天津市,0.56,2020/1/15
四川省,青海省,0.53,2020/1/15
四川省,辽宁省,0.51,2020/1/15
四川省,内蒙古自治区,0.26,2020/1/15
四川省,黑龙江省,0.23,2020/1/15
四川省,宁夏回族自治区,0.21,2020/1/15
四川省,吉林省,0.17,2020/1/15
四川省,广东省,21.23,2020/1/16
四川省,重庆市,18.68,2020/1/16
四川省,浙江省,10,2020/1/16
四川省,云南省,8.28,2020/1/16
四川省,贵州省,5.39,2020/1/16
四川省,江苏省,5.15,2020/1/16
四川省,福建省,4.71,2020/1/16
四川省,陕西省,3.56,2020/1/16
四川省,上海市,2.83,2020/1/16
四川省,北京市,2.6,2020/1/16
四川省,湖北省,1.63,2020/1/16
四川省,广西壮族自治区,1.49,2020/1/16
四川省,山东省,1.47,2020/1/16
四川省,河南省,1.34,2020/1/16
四川省,新疆维吾尔自治区,1.32,2020/1/16
四川省,甘肃省,1.23,2020/1/16
四川省,湖南省,1.18,2020/1/16
四川省,河北省,1.13,2020/1/16
四川省,西藏自治区,1.11,2020/1/16
四川省,海南省,0.98,2020/1/16
四川省,安徽省,0.78,2020/1/16
四川省,江西省,0.75,2020/1/16
四川省,山西省,0.62,2020/1/16
四川省,辽宁省,0.53,2020/1/16
四川省,青海省,0.52,2020/1/16
四川省,天津市,0.49,2020/1/16
四川省,内蒙古自治区,0.24,2020/1/16
四川省,黑龙江省,0.21,2020/1/16
四川省,宁夏回族自治区,0.19,2020/1/16
四川省,吉林省,0.16,2020/1/16
四川省,广东省,22.14,2020/1/17
四川省,重庆市,18.14,2020/1/17
四川省,浙江省,9.88,2020/1/17
四川省,云南省,8.09,2020/1/17
四川省,贵州省,5.25,2020/1/17
四川省,福建省,5.25,2020/1/17
四川省,江苏省,5.24,2020/1/17
四川省,陕西省,3.33,2020/1/17
四川省,上海市,2.97,2020/1/17
四川省,北京市,2.65,2020/1/17
四川省,湖北省,1.54,2020/1/17
四川省,广西壮族自治区,1.46,2020/1/17
四川省,山东省,1.43,2020/1/17
四川省,河南省,1.33,2020/1/17
四川省,甘肃省,1.22,2020/1/17
四川省,新疆维吾尔自治区,1.13,2020/1/17
四川省,湖南省,1.12,2020/1/17
四川省,河北省,1.09,2020/1/17
四川省,西藏自治区,1.05,2020/1/17
四川省,海南省,1,2020/1/17
四川省,江西省,0.73,2020/1/17
四川省,安徽省,0.72,2020/1/17
四川省,山西省,0.67,2020/1/17
四川省,青海省,0.53,2020/1/17
四川省,天津市,0.51,2020/1/17
四川省,辽宁省,0.5,2020/1/17
四川省,内蒙古自治区,0.25,2020/1/17
四川省,宁夏回族自治区,0.2,2020/1/17
四川省,黑龙江省,0.18,2020/1/17
四川省,吉林省,0.16,2020/1/17
四川省,广东省,22.61,2020/1/18
四川省,重庆市,19.74,2020/1/18
四川省,浙江省,9.61,2020/1/18
四川省,云南省,7.62,2020/1/18
四川省,福建省,5.8,2020/1/18
四川省,贵州省,5.14,2020/1/18
四川省,江苏省,4.88,2020/1/18
四川省,陕西省,3.22,2020/1/18
四川省,上海市,3.1,2020/1/18
四川省,北京市,2.6,2020/1/18
四川省,湖北省,1.49,2020/1/18
四川省,广西壮族自治区,1.3,2020/1/18
四川省,山东省,1.3,2020/1/18
四川省,河南省,1.17,2020/1/18
四川省,新疆维吾尔自治区,1.12,2020/1/18
四川省,甘肃省,1.11,2020/1/18
四川省,湖南省,1.11,2020/1/18
四川省,河北省,0.99,2020/1/18
四川省,西藏自治区,0.92,2020/1/18
四川省,海南省,0.88,2020/1/18
四川省,江西省,0.71,2020/1/18
四川省,安徽省,0.7,2020/1/18
四川省,山西省,0.59,2020/1/18
四川省,青海省,0.51,2020/1/18
四川省,辽宁省,0.45,2020/1/18
四川省,天津市,0.44,2020/1/18
四川省,内蒙古自治区,0.21,2020/1/18
四川省,宁夏回族自治区,0.2,2020/1/18
四川省,黑龙江省,0.14,2020/1/18
四川省,吉林省,0.14,2020/1/18
四川省,广东省,21.57,2020/1/19
四川省,重庆市,20.09,2020/1/19
四川省,浙江省,8.81,2020/1/19
四川省,云南省,7.97,2020/1/19
四川省,福建省,5.75,2020/1/19
四川省,贵州省,5.13,2020/1/19
四川省,江苏省,5.13,2020/1/19
四川省,上海市,3.62,2020/1/19
四川省,陕西省,3.27,2020/1/19
四川省,北京市,2.76,2020/1/19
四川省,湖北省,1.68,2020/1/19
四川省,广西壮族自治区,1.41,2020/1/19
四川省,山东省,1.28,2020/1/19
四川省,河南省,1.24,2020/1/19
四川省,湖南省,1.18,2020/1/19
四川省,新疆维吾尔自治区,1.06,2020/1/19
四川省,甘肃省,1.04,2020/1/19
四川省,西藏自治区,0.92,2020/1/19
四川省,河北省,0.92,2020/1/19
四川省,海南省,0.87,2020/1/19
四川省,江西省,0.72,2020/1/19
四川省,安徽省,0.68,2020/1/19
四川省,山西省,0.61,2020/1/19
