主省份,迁入省份,比例,日期
四川省,山西省,1.35,2020/2/7
四川省,浙江省,1.35,2020/2/7
四川省,江西省,1.22,2020/2/7
四川省,安徽省,1.2,2020/2/7
四川省,湖北省,1.01,2020/2/7
四川省,北京市,0.96,2020/2/7
四川省,上海市,0.88,2020/2/7
四川省,辽宁省,0.85,2020/2/7
四川省,新疆维吾尔自治区,0.8,2020/2/7
四川省,西藏自治区,0.76,2020/2/7
四川省,吉林省,0.49,2020/2/7
四川省,黑龙江省,0.47,2020/2/7
四川省,内蒙古自治区,0.47,2020/2/7
四川省,青海省,0.35,2020/2/7
四川省,天津市,0.26,2020/2/7
四川省,宁夏回族自治区,0.16,2020/2/7
四川省,重庆市,28.05,2020/2/8
四川省,云南省,18.88,2020/2/8
四川省,贵州省,8.42,2020/2/8
四川省,广东省,4.69,2020/2/8
四川省,陕西省,4.28,2020/2/8
四川省,河南省,3.17,2020/2/8
四川省,广西壮族自治区,2.91,2020/2/8
四川省,海南省,2.84,2020/2/8
四川省,湖南省,2.77,2020/2/8
四川省,甘肃省,2.76,2020/2/8
四川省,河北省,2.27,2020/2/8
四川省,江苏省,2.13,2020/2/8
四川省,山东省,1.95,2020/2/8
四川省,福建省,1.83,2020/2/8
四川省,江西省,1.34,2020/2/8
四川省,安徽省,1.29,2020/2/8
四川省,浙江省,1.23,2020/2/8
四川省,山西省,1.21,2020/2/8
四川省,湖北省,1.06,2020/2/8
四川省,上海市,0.93,2020/2/8
四川省,北京市,0.88,2020/2/8
四川省,新疆维吾尔自治区,0.81,2020/2/8
四川省,辽宁省,0.8,2020/2/8
四川省,青海省,0.73,2020/2/8
四川省,西藏自治区,0.67,2020/2/8
四川省,吉林省,0.56,2020/2/8
四川省,内蒙古自治区,0.41,2020/2/8
四川省,黑龙江省,0.35,2020/2/8
四川省,宁夏回族自治区,0.26,2020/2/8
四川省,天津市,0.23,2020/2/8
四川省,重庆市,27.77,2020/2/9
四川省,云南省,19.46,2020/2/9
四川省,贵州省,8.62,2020/2/9
四川省,广东省,5,2020/2/9
四川省,陕西省,4.59,2020/2/9
四川省,河南省,2.87,2020/2/9
四川省,甘肃省,2.86,2020/2/9
四川省,广西壮族自治区,2.82,2020/2/9
四川省,湖南省,2.72,2020/2/9
四川省,海南省,2.65,2020/2/9
四川省,河北省,1.97,2020/2/9
四川省,山东省,1.94,2020/2/9
四川省,江苏省,1.92,2020/2/9
四川省,福建省,1.67,2020/2/9
四川省,山西省,1.45,2020/2/9
四川省,浙江省,1.33,2020/2/9
四川省,安徽省,1.32,2020/2/9
四川省,江西省,1.11,2020/2/9
四川省,湖北省,1.05,2020/2/9
四川省,北京市,1.02,2020/2/9
四川省,上海市,0.97,2020/2/9
四川省,辽宁省,0.88,2020/2/9
四川省,新疆维吾尔自治区,0.73,2020/2/9
四川省,西藏自治区,0.6,2020/2/9
四川省,黑龙江省,0.54,2020/2/9
四川省,内蒙古自治区,0.48,2020/2/9
四川省,吉林省,0.46,2020/2/9
四川省,青海省,0.46,2020/2/9
四川省,天津市,0.27,2020/2/9
四川省,宁夏回族自治区,0.23,2020/2/9
四川省,重庆市,24.95,2020/2/10
四川省,云南省,18.96,2020/2/10
四川省,贵州省,8.64,2020/2/10
四川省,广东省,5.04,2020/2/10
四川省,陕西省,4.55,2020/2/10
四川省,河南省,3.28,2020/2/10
四川省,湖南省,3.09,2020/2/10
四川省,山东省,2.77,2020/2/10
四川省,海南省,2.63,2020/2/10
四川省,广西壮族自治区,2.62,2020/2/10
四川省,甘肃省,2.55,2020/2/10
四川省,江苏省,2.25,2020/2/10
四川省,河北省,2.25,2020/2/10
四川省,福建省,1.73,2020/2/10
四川省,安徽省,1.55,2020/2/10
四川省,浙江省,1.44,2020/2/10
四川省,江西省,1.39,2020/2/10
四川省,山西省,1.35,2020/2/10
四川省,湖北省,1.23,2020/2/10
四川省,辽宁省,1.22,2020/2/10
四川省,上海市,1.12,2020/2/10
四川省,北京市,0.98,2020/2/10
四川省,西藏自治区,0.74,2020/2/10
四川省,新疆维吾尔自治区,0.73,2020/2/10
四川省,青海省,0.66,2020/2/10
四川省,内蒙古自治区,0.53,2020/2/10
四川省,吉林省,0.47,2020/2/10
四川省,黑龙江省,0.41,2020/2/10
四川省,天津市,0.32,2020/2/10
四川省,宁夏回族自治区,0.27,2020/2/10
四川省,重庆市,25.57,2020/2/11
四川省,云南省,22.53,2020/2/11
四川省,贵州省,9.92,2020/2/11
四川省,广东省,4.47,2020/2/11
四川省,陕西省,3.95,2020/2/11
四川省,广西壮族自治区,3.07,2020/2/11
四川省,河南省,2.92,2020/2/11
四川省,海南省,2.58,2020/2/11
四川省,山东省,2.42,2020/2/11
四川省,河北省,2.31,2020/2/11
四川省,甘肃省,2.25,2020/2/11
四川省,江苏省,2.13,2020/2/11
四川省,湖南省,1.88,2020/2/11
四川省,福建省,1.48,2020/2/11
四川省,安徽省,1.28,2020/2/11
四川省,湖北省,1.28,2020/2/11
四川省,山西省,1.11,2020/2/11
四川省,北京市,1.1,2020/2/11
四川省,上海市,1.09,2020/2/11
四川省,浙江省,1.07,2020/2/11
四川省,江西省,1.06,2020/2/11
四川省,西藏自治区,0.85,2020/2/11
四川省,辽宁省,0.78,2020/2/11
四川省,新疆维吾尔自治区,0.69,2020/2/11
四川省,内蒙古自治区,0.48,2020/2/11
四川省,吉林省,0.42,2020/2/11
四川省,黑龙江省,0.36,2020/2/11
四川省,青海省,0.34,2020/2/11
四川省,天津市,0.21,2020/2/11
四川省,宁夏回族自治区,0.18,2020/2/11
四川省,重庆市,25.88,2020/2/12
四川省,云南省,23.62,2020/2/12
四川省,贵州省,10,2020/2/12
四川省,广东省,4.03,2020/2/12
四川省,陕西省,3.68,2020/2/12
四川省,河南省,3.1,2020/2/12
四川省,广西壮族自治区,2.91,2020/2/12
四川省,海南省,2.39,2020/2/12
四川省,湖南省,2.21,2020/2/12
四川省,河北省,2.16,2020/2/12
四川省,山东省,2.1,2020/2/12
四川省,甘肃省,2.06,2020/2/12
四川省,江苏省,1.67,2020/2/12
四川省,福建省,1.46,2020/2/12
四川省,湖北省,1.46,2020/2/12
四川省,山西省,1.44,2020/2/12
四川省,北京市,1.2,2020/2/12
四川省,上海市,1.17,2020/2/12
四川省,浙江省,1.08,2020/2/12
四川省,新疆维吾尔自治区,0.95,2020/2/12
四川省,江西省,0.89,2020/2/12
四川省,安徽省,0.84,2020/2/12
四川省,西藏自治区,0.81,2020/2/12
四川省,辽宁省,0.72,2020/2/12
四川省,内蒙古自治区,0.45,2020/2/12
四川省,青海省,0.39,2020/2/12
四川省,黑龙江省,0.39,2020/2/12
四川省,吉林省,0.38,2020/2/12
四川省,天津市,0.2,2020/2/12
四川省,宁夏回族自治区,0.14,2020/2/12
四川省,重庆市,25.15,2020/2/13
四川省,云南省,24.3,2020/2/13
四川省,贵州省,10.43,2020/2/13
四川省,陕西省,4.35,2020/2/13
四川省,广东省,3.76,2020/2/13
四川省,河南省,3.15,2020/2/13
四川省,广西壮族自治区,3.04,2020/2/13
四川省,山东省,2.26,2020/2/13
四川省,河北省,2.16,2020/2/13
四川省,甘肃省,2.14,2020/2/13
四川省,海南省,2.02,2020/2/13
四川省,湖南省,1.81,2020/2/13
四川省,江苏省,1.58,2020/2/13
四川省,湖北省,1.55,2020/2/13
四川省,福建省,1.35,2020/2/13
四川省,浙江省,1.33,2020/2/13
四川省,山西省,1.31,2020/2/13
四川省,北京市,1.06,2020/2/13
四川省,上海市,0.96,2020/2/13
四川省,安徽省,0.91,2020/2/13
四川省,西藏自治区,0.87,2020/2/13
四川省,新疆维吾尔自治区,0.83,2020/2/13
四川省,辽宁省,0.75,2020/2/13
四川省,江西省,0.71,2020/2/13
四川省,内蒙古自治区,0.44,2020/2/13
四川省,黑龙江省,0.43,2020/2/13
四川省,吉林省,0.42,2020/2/13
四川省,青海省,0.35,2020/2/13
四川省,天津市,0.23,2020/2/13
四川省,宁夏回族自治区,0.15,2020/2/13
四川省,重庆市,24.55,2020/2/14
四川省,云南省,23.85,2020/2/14
四川省,贵州省,10.73,2020/2/14
四川省,陕西省,4.02,2020/2/14
四川省,湖北省,3.57,2020/2/14
四川省,广东省,3.54,2020/2/14
四川省,广西壮族自治区,3.02,2020/2/14
四川省,河南省,2.96,2020/2/14
四川省,甘肃省,2.46,2020/2/14
四川省,海南省,2.08,2020/2/14
四川省,山东省,2.06,2020/2/14
四川省,河北省,1.9,2020/2/14
四川省,湖南省,1.81,2020/2/14
四川省,山西省,1.69,2020/2/14
四川省,江苏省,1.6,2020/2/14
四川省,浙江省,1.39,2020/2/14
四川省,福建省,1.16,2020/2/14
四川省,新疆维吾尔自治区,0.94,2020/2/14
四川省,安徽省,0.9,2020/2/14
四川省,上海市,0.88,2020/2/14
四川省,西藏自治区,0.86,2020/2/14
四川省,北京市,0.85,2020/2/14
四川省,江西省,0.75,2020/2/14
四川省,辽宁省,0.47,2020/2/14
四川省,吉林省,0.45,2020/2/14
四川省,青海省,0.39,2020/2/14
四川省,内蒙古自治区,0.35,2020/2/14
四川省,黑龙江省,0.28,2020/2/14
四川省,天津市,0.24,2020/2/14
四川省,宁夏回族自治区,0.11,2020/2/14
四川省,云南省,25.22,2020/2/15
四川省,重庆市,23.84,2020/2/15
四川省,贵州省,11.62,2020/2/15
四川省,陕西省,4.22,2020/2/15
四川省,广东省,3.76,2020/2/15
四川省,河南省,3.05,2020/2/15
四川省,广西壮族自治区,2.95,2020/2/15
四川省,甘肃省,2.54,2020/2/15
四川省,山东省,2.22,2020/2/15
四川省,海南省,1.93,2020/2/15
四川省,江苏省,1.78,2020/2/15
四川省,山西省,1.72,2020/2/15
四川省,河北省,1.67,2020/2/15
四川省,湖南省,1.62,2020/2/15
四川省,湖北省,1.52,2020/2/15
四川省,浙江省,1.47,2020/2/15
四川省,福建省,1.22,2020/2/15
四川省,安徽省,1.01,2020/2/15
四川省,上海市,0.91,2020/2/15
四川省,江西省,0.91,2020/2/15
四川省,北京市,0.85,2020/2/15
四川省,新疆维吾尔自治区,0.85,2020/2/15
四川省,西藏自治区,0.8,2020/2/15
四川省,辽宁省,0.53,2020/2/15
四川省,青海省,0.53,2020/2/15
四川省,吉林省,0.32,2020/2/15
四川省,内蒙古自治区,0.26,2020/2/15
四川省,黑龙江省,0.23,2020/2/15
四川省,宁夏回族自治区,0.15,2020/2/15
四川省,天津市,0.13,2020/2/15
四川省,云南省,25.02,2020/2/16
四川省,重庆市,23.88,2020/2/16
四川省,贵州省,10.96,2020/2/16
四川省,陕西省,4.51,2020/2/16
四川省,广东省,3.67,2020/2/16
四川省,甘肃省,2.88,2020/2/16
四川省,河南省,2.87,2020/2/16
四川省,广西壮族自治区,2.62,2020/2/16
四川省,海南省,2.15,2020/2/16
四川省,山东省,2.12,2020/2/16
四川省,河北省,1.83,2020/2/16
四川省,湖南省,1.73,2020/2/16
四川省,江苏省,1.73,2020/2/16
四川省,浙江省,1.45,2020/2/16
四川省,山西省,1.37,2020/2/16
四川省,福建省,1.35,2020/2/16
四川省,江西省,1.22,2020/2/16
四川省,北京市,1.17,2020/2/16
四川省,新疆维吾尔自治区,1.05,2020/2/16
四川省,上海市,0.97,2020/2/16
四川省,安徽省,0.93,2020/2/16
四川省,西藏自治区,0.87,2020/2/16
四川省,湖北省,0.8,2020/2/16
四川省,青海省,0.64,2020/2/16
四川省,辽宁省,0.47,2020/2/16
四川省,吉林省,0.45,2020/2/16
四川省,黑龙江省,0.3,2020/2/16
四川省,内蒙古自治区,0.3,2020/2/16
四川省,宁夏回族自治区,0.26,2020/2/16
四川省,天津市,0.23,2020/2/16
四川省,重庆市,25.89,2020/2/17
四川省,云南省,23.94,2020/2/17
四川省,贵州省,12.42,2020/2/17
四川省,陕西省,4.22,2020/2/17
四川省,广东省,3.45,2020/2/17
四川省,河南省,2.83,2020/2/17
四川省,甘肃省,2.62,2020/2/17
四川省,广西壮族自治区,2.34,2020/2/17
四川省,海南省,2.33,2020/2/17
四川省,山东省,2.21,2020/2/17
四川省,河北省,1.87,2020/2/17
四川省,山西省,1.66,2020/2/17
四川省,浙江省,1.57,2020/2/17
四川省,江苏省,1.57,2020/2/17
四川省,福建省,1.37,2020/2/17
四川省,湖南省,1.15,2020/2/17
四川省,江西省,1.08,2020/2/17
四川省,北京市,1.05,2020/2/17
四川省,上海市,1.02,2020/2/17
四川省,安徽省,0.8,2020/2/17
四川省,西藏自治区,0.76,2020/2/17
四川省,新疆维吾尔自治区,0.75,2020/2/17
四川省,湖北省,0.58,2020/2/17
四川省,辽宁省,0.5,2020/2/17
四川省,吉林省,0.49,2020/2/17
四川省,青海省,0.42,2020/2/17
四川省,内蒙古自治区,0.3,2020/2/17
四川省,黑龙江省,0.28,2020/2/17
四川省,天津市,0.22,2020/2/17
四川省,宁夏回族自治区,0.11,2020/2/17
四川省,重庆市,24.72,2020/2/18
四川省,云南省,22.78,2020/2/18
四川省,贵州省,14.05,2020/2/18
四川省,陕西省,4.77,2020/2/18
四川省,广东省,3.55,2020/2/18
四川省,河南省,3,2020/2/18
四川省,甘肃省,2.79,2020/2/18
四川省,广西壮族自治区,2.39,2020/2/18
四川省,山西省,2.36,2020/2/18
四川省,山东省,2,2020/2/18
四川省,海南省,1.85,2020/2/18
四川省,河北省,1.85,2020/2/18
四川省,江苏省,1.66,2020/2/18
四川省,浙江省,1.65,2020/2/18
四川省,湖南省,1.47,2020/2/18
四川省,福建省,1.14,2020/2/18
四川省,江西省,1.09,2020/2/18
四川省,北京市,0.96,2020/2/18
四川省,安徽省,0.91,2020/2/18
四川省,上海市,0.79,2020/2/18
四川省,新疆维吾尔自治区,0.72,2020/2/18
四川省,西藏自治区,0.71,2020/2/18
四川省,辽宁省,0.53,2020/2/18
四川省,湖北省,0.48,2020/2/18
四川省,青海省,0.37,2020/2/18
四川省,黑龙江省,0.33,2020/2/18
四川省,吉林省,0.31,2020/2/18
四川省,天津市,0.22,2020/2/18
四川省,内蒙古自治区,0.21,2020/2/18
四川省,宁夏回族自治区,0.14,2020/2/18
四川省,重庆市,24.16,2020/2/19
四川省,云南省,22.24,2020/2/19
四川省,贵州省,14.14,2020/2/19
四川省,陕西省,4.9,2020/2/19
四川省,广东省,3.29,2020/2/19
四川省,河南省,3.08,2020/2/19
四川省,甘肃省,2.73,2020/2/19
四川省,广西壮族自治区,2.4,2020/2/19
四川省,山东省,2.15,2020/2/19
四川省,山西省,2.12,2020/2/19
四川省,河北省,2.09,2020/2/19
四川省,湖南省,2.06,2020/2/19
四川省,浙江省,1.83,2020/2/19
四川省,海南省,1.44,2020/2/19
四川省,江苏省,1.42,2020/2/19
四川省,福建省,1.42,2020/2/19
四川省,江西省,1.37,2020/2/19
四川省,安徽省,1.12,2020/2/19
四川省,北京市,0.92,2020/2/19
四川省,西藏自治区,0.73,2020/2/19
四川省,上海市,0.68,2020/2/19
四川省,辽宁省,0.66,2020/2/19
四川省,新疆维吾尔自治区,0.58,2020/2/19
四川省,湖北省,0.56,2020/2/19
四川省,内蒙古自治区,0.41,2020/2/19
四川省,吉林省,0.33,2020/2/19
四川省,青海省,0.26,2020/2/19
四川省,黑龙江省,0.26,2020/2/19
四川省,天津市,0.24,2020/2/19
四川省,宁夏回族自治区,0.21,2020/2/19
四川省,重庆市,24.58,2020/2/20
四川省,云南省,21.64,2020/2/20
四川省,贵州省,12.4,2020/2/20
四川省,陕西省,4.66,2020/2/20
四川省,广东省,3.56,2020/2/20
四川省,河南省,3.54,2020/2/20
四川省,甘肃省,2.75,2020/2/20
四川省,广西壮族自治区,2.5,2020/2/20
四川省,河北省,2.42,2020/2/20
四川省,山东省,2.06,2020/2/20
四川省,湖南省,2.05,2020/2/20
四川省,浙江省,1.99,2020/2/20
四川省,江苏省,1.88,2020/2/20
四川省,山西省,1.8,2020/2/20
四川省,海南省,1.55,2020/2/20
四川省,江西省,1.54,2020/2/20
四川省,福建省,1.53,2020/2/20
四川省,安徽省,1.32,2020/2/20
四川省,北京市,0.99,2020/2/20
四川省,新疆维吾尔自治区,0.74,2020/2/20
四川省,上海市,0.73,2020/2/20
四川省,西藏自治区,0.71,2020/2/20
四川省,辽宁省,0.61,2020/2/20
四川省,青海省,0.44,2020/2/20
四川省,吉林省,0.4,2020/2/20
四川省,湖北省,0.37,2020/2/20
四川省,黑龙江省,0.34,2020/2/20
四川省,天津市,0.28,2020/2/20
四川省,内蒙古自治区,0.28,2020/2/20
四川省,宁夏回族自治区,0.21,2020/2/20
四川省,重庆市,26.12,2020/2/21
四川省,云南省,21.74,2020/2/21
四川省,贵州省,11.08,2020/2/21
四川省,陕西省,4.82,2020/2/21
四川省,广东省,3.88,2020/2/21
四川省,河南省,3.03,2020/2/21
四川省,甘肃省,3,2020/2/21
四川省,广西壮族自治区,2.45,2020/2/21
四川省,山东省,2.39,2020/2/21
四川省,河北省,2.26,2020/2/21
四川省,浙江省,2.12,2020/2/21
四川省,湖南省,2.07,2020/2/21
四川省,山西省,1.81,2020/2/21
四川省,江苏省,1.78,2020/2/21
四川省,江西省,1.55,2020/2/21
四川省,福建省,1.46,2020/2/21
四川省,海南省,1.35,2020/2/21
四川省,安徽省,1.19,2020/2/21
四川省,北京市,0.8,2020/2/21
四川省,新疆维吾尔自治区,0.76,2020/2/21
四川省,上海市,0.74,2020/2/21
四川省,西藏自治区,0.62,2020/2/21
四川省,辽宁省,0.53,2020/2/21
四川省,内蒙古自治区,0.42,2020/2/21
四川省,湖北省,0.42,2020/2/21
四川省,青海省,0.36,2020/2/21
四川省,黑龙江省,0.31,2020/2/21
四川省,吉林省,0.3,2020/2/21
四川省,宁夏回族自治区,0.25,2020/2/21
四川省,天津市,0.23,2020/2/21
四川省,重庆市,27.3,2020/2/22
四川省,云南省,21.31,2020/2/22
四川省,贵州省,10.58,2020/2/22
四川省,陕西省,4.65,2020/2/22
四川省,广东省,3.68,2020/2/22
四川省,河南省,3.43,2020/2/22
四川省,甘肃省,2.86,2020/2/22
四川省,广西壮族自治区,2.33,2020/2/22
四川省,河北省,2.12,2020/2/22
四川省,江苏省,2.06,2020/2/22
四川省,湖南省,2,2020/2/22
四川省,山东省,2,2020/2/22
四川省,浙江省,1.97,2020/2/22
四川省,山西省,1.65,2020/2/22
四川省,海南省,1.57,2020/2/22
四川省,福建省,1.54,2020/2/22
四川省,江西省,1.51,2020/2/22
四川省,安徽省,1.3,2020/2/22
四川省,上海市,0.85,2020/2/22
四川省,辽宁省,0.71,2020/2/22
四川省,新疆维吾尔自治区,0.71,2020/2/22
四川省,北京市,0.67,2020/2/22
四川省,西藏自治区,0.66,2020/2/22
四川省,黑龙江省,0.43,2020/2/22
四川省,湖北省,0.37,2020/2/22
四川省,天津市,0.37,2020/2/22
四川省,吉林省,0.36,2020/2/22
四川省,内蒙古自治区,0.33,2020/2/22
四川省,青海省,0.32,2020/2/22
四川省,宁夏回族自治区,0.17,2020/2/22
四川省,重庆市,26.92,2020/2/23
四川省,云南省,20.45,2020/2/23
四川省,贵州省,10.39,2020/2/23
四川省,陕西省,5.13,2020/2/23
四川省,广东省,3.89,2020/2/23
四川省,河南省,3.82,2020/2/23
四川省,河北省,2.77,2020/2/23
四川省,甘肃省,2.74,2020/2/23
四川省,山东省,2.18,2020/2/23
四川省,湖南省,2.11,2020/2/23
四川省,广西壮族自治区,2.11,2020/2/23
四川省,浙江省,1.89,2020/2/23
四川省,江苏省,1.86,2020/2/23
四川省,江西省,1.75,2020/2/23
四川省,山西省,1.62,2020/2/23
四川省,福建省,1.61,2020/2/23
四川省,海南省,1.39,2020/2/23
四川省,安徽省,1.23,2020/2/23
四川省,北京市,0.87,2020/2/23
四川省,新疆维吾尔自治区,0.79,2020/2/23
四川省,上海市,0.73,2020/2/23
四川省,辽宁省,0.63,2020/2/23
四川省,西藏自治区,0.62,2020/2/23
四川省,湖北省,0.53,2020/2/23
四川省,内蒙古自治区,0.41,2020/2/23
四川省,青海省,0.33,2020/2/23
四川省,天津市,0.32,2020/2/23
四川省,吉林省,0.27,2020/2/23
四川省,黑龙江省,0.22,2020/2/23
四川省,宁夏回族自治区,0.21,2020/2/23
四川省,重庆市,31.16,2020/2/24
四川省,云南省,18.97,2020/2/24
四川省,贵州省,10.7,2020/2/24
四川省,陕西省,4.68,2020/2/24
四川省,广东省,3.86,2020/2/24
四川省,河南省,3.17,2020/2/24
四川省,甘肃省,2.74,2020/2/24
四川省,浙江省,2.23,2020/2/24
四川省,河北省,2.23,2020/2/24
四川省,山东省,1.92,2020/2/24
四川省,江苏省,1.89,2020/2/24
四川省,湖南省,1.77,2020/2/24
四川省,广西壮族自治区,1.67,2020/2/24
四川省,福建省,1.66,2020/2/24
四川省,山西省,1.41,2020/2/24
四川省,江西省,1.37,2020/2/24
四川省,安徽省,1.3,2020/2/24
四川省,海南省,1.28,2020/2/24
四川省,北京市,0.78,2020/2/24
四川省,上海市,0.76,2020/2/24
四川省,湖北省,0.68,2020/2/24
四川省,西藏自治区,0.57,2020/2/24
四川省,辽宁省,0.54,2020/2/24
四川省,新疆维吾尔自治区,0.52,2020/2/24
四川省,青海省,0.5,2020/2/24
四川省,吉林省,0.35,2020/2/24
四川省,内蒙古自治区,0.31,2020/2/24
四川省,黑龙江省,0.3,2020/2/24
四川省,天津市,0.29,2020/2/24
四川省,宁夏回族自治区,0.21,2020/2/24
四川省,重庆市,31.83,2020/2/25
四川省,云南省,19.09,2020/2/25
四川省,贵州省,11.37,2020/2/25
四川省,陕西省,4.93,2020/2/25
四川省,广东省,3.71,2020/2/25
四川省,河南省,3.65,2020/2/25
四川省,甘肃省,2.58,2020/2/25
四川省,湖南省,2.06,2020/2/25
四川省,江苏省,1.96,2020/2/25
四川省,河北省,1.89,2020/2/25
四川省,浙江省,1.88,2020/2/25
四川省,广西壮族自治区,1.77,2020/2/25
四川省,山东省,1.65,2020/2/25
四川省,福建省,1.49,2020/2/25
四川省,江西省,1.48,2020/2/25
四川省,安徽省,1.32,2020/2/25
四川省,山西省,1.19,2020/2/25
四川省,海南省,1.04,2020/2/25
四川省,上海市,0.66,2020/2/25
四川省,湖北省,0.66,2020/2/25
四川省,北京市,0.63,2020/2/25
四川省,辽宁省,0.63,2020/2/25
四川省,西藏自治区,0.51,2020/2/25
四川省,新疆维吾尔自治区,0.48,2020/2/25
四川省,青海省,0.27,2020/2/25
四川省,内蒙古自治区,0.27,2020/2/25
四川省,黑龙江省,0.24,2020/2/25
四川省,吉林省,0.23,2020/2/25
四川省,天津市,0.17,2020/2/25
四川省,宁夏回族自治区,0.14,2020/2/25
